"","RFID","Date","Weight","stationname"
"273","942 000002764879",2019-08-28 00:00:00,600,"Belmont"
"274","942 000002764879",2020-03-24 00:00:00,598,"Belmont"
"275","942 000002764953",2017-12-19 00:00:00,568,"Belmont"
"276","942 000002764953",2018-01-11 00:00:00,588,"Belmont"
"277","942 000002764953",2018-02-01 00:00:00,624,"Belmont"
"278","942 000002764953",2018-02-26 00:00:00,552,"Belmont"
"279","942 000002764953",2018-03-09 00:00:00,554,"Belmont"
"280","942 000002764953",2018-03-14 00:00:00,584,"Belmont"
"281","942 000002764953",2018-04-05 00:00:00,600,"Belmont"
"282","942 000002764953",2018-05-24 00:00:00,624,"Belmont"
"283","942 000002764953",2018-08-22 00:00:00,648,"Belmont"
"284","942 000002764953",2018-11-05 00:00:00,522,"Belmont"
"285","942 000002764953",2018-12-21 00:00:00,518,"Belmont"
"286","942 000002764953",2019-02-28 00:00:00,558,"Belmont"
"287","942 000002764953",2019-04-02 00:00:00,566,"Belmont"
"288","942 000002764953",2019-05-24 00:00:00,620,"Belmont"
"289","942 000002764953",2019-08-28 00:00:00,596,"Belmont"
"290","942 000002764953",2020-03-24 00:00:00,560,"Belmont"
"291","942 000002764998",2018-03-05 00:00:00,612,"Belmont"
"292","942 000002764998",2018-05-24 00:00:00,668,"Belmont"
"293","942 000002764998",2018-08-14 00:00:00,664,"Belmont"
"294","942 000002764998",2019-05-20 00:00:00,728,"Belmont"
"295","942 000002764998",2019-08-27 00:00:00,658,"Belmont"
"296","942 000002764998",2019-11-11 00:00:00,532,"Belmont"
"297","942 000002765009",2017-12-19 00:00:00,530,"Belmont"
"298","942 000002765009",2018-01-11 00:00:00,562,"Belmont"
"299","942 000002765009",2018-02-01 00:00:00,578,"Belmont"
"300","942 000002765009",2018-02-26 00:00:00,510,"Belmont"
"301","942 000002765009",2018-03-09 00:00:00,494,"Belmont"
"302","942 000002765009",2018-03-14 00:00:00,534,"Belmont"
"303","942 000002765009",2018-04-05 00:00:00,546,"Belmont"
"304","942 000002765009",2018-05-24 00:00:00,560,"Belmont"
"305","942 000002765009",2018-08-22 00:00:00,580,"Belmont"
"306","942 000002765009",2018-11-05 00:00:00,508,"Belmont"
"307","942 000002765009",2018-12-21 00:00:00,474,"Belmont"
