"","RFID","Date","Weight","stationname"
"368","982 123518925070",2017-05-23,616,"Tremere"
"369","982 123518925070",2018-07-26,616,"Tremere"
"370","982 123518925072",2016-12-13,250,"Tremere"
"371","982 123518925072",2017-08-23,335,"Tremere"
"372","982 123518925072",2018-07-26,522,"Tremere"
"373","982 123518925074",2016-12-13,241,"Tremere"
"374","982 123518925074",2017-08-23,330,"Tremere"
"375","982 123518925074",2018-07-26,418,"Tremere"
"376","982 123518925078",2016-10-08,646,"Tremere"
"377","982 123518925078",2017-05-23,628,"Tremere"
"378","982 123518925078",2018-07-26,662,"Tremere"
"379","982 123518925083",2016-10-08,658,"Tremere"
"380","982 123518925083",2017-05-23,634,"Tremere"
"381","982 123518925083",2018-07-26,662,"Tremere"
"382","982 123518925084",2016-10-08,568,"Tremere"
"383","982 123518925084",2017-05-23,592,"Tremere"
"384","982 123518925084",2018-07-26,618,"Tremere"
"385","982 123518925086",2016-10-08,512,"Tremere"
"386","982 123518925086",2017-05-23,536,"Tremere"
"387","982 123518925086",2018-07-26,566,"Tremere"
"388","982 123518925087",2016-10-08,682,"Tremere"
"389","982 123518925087",2017-05-23,710,"Tremere"
"390","982 123518925087",2018-07-26,774,"Tremere"
"391","982 123518925090",2016-10-08,520,"Tremere"
"392","982 123518925090",2017-05-23,526,"Tremere"
"393","982 123518925090",2018-07-26,606,"Tremere"
"394","982 123518925092",2016-10-08,584,"Tremere"
"395","982 123518925092",2017-05-23,622,"Tremere"
"396","982 123518925092",2018-07-26,676,"Tremere"
"397","982 123518925094",2016-10-08,576,"Tremere"
"398","982 123518925094",2017-05-23,590,"Tremere"
"399","982 123518925094",2018-07-26,598,"Tremere"
"400","982 123518925096",2016-10-08,584,"Tremere"
"401","982 123518925096",2017-05-23,596,"Tremere"
"402","982 123518925096",2018-07-26,614,"Tremere"
"403","982 123518925097",2016-07-08,518,"Tremere"
"404","982 123518925097",2017-05-23,510,"Tremere"
"405","982 123518925097",2018-07-26,536,"Tremere"
"406","982 123518925098",2016-10-08,536,"Tremere"
"407","982 123518925098",2017-05-23,552,"Tremere"
"408","982 123518925098",2018-07-26,642,"Tremere"
"409","982 123518925099",2016-10-08,578,"Tremere"
"410","982 123518925099",2017-05-23,594,"Tremere"
"411","982 123518925099",2018-07-26,616,"Tremere"
"412","982 123518925100",2016-10-08,628,"Tremere"
"413","982 123518925100",2017-05-23,632,"Tremere"
"414","982 123518925100",2018-07-26,680,"Tremere"
"415","982 123518925126",2016-10-08,620,"Tremere"
"416","982 123518925126",2017-05-23,610,"Tremere"
"417","982 123518925126",2018-07-26,628,"Tremere"
"418","982 123518925408",2016-07-01,568,"Tremere"
"419","982 123518925408",2017-05-23,656,"Tremere"
"420","982 123518925408",2018-07-26,614,"Tremere"
"421","982 123518925416",2016-12-13,179.5,"Tremere"
"422","982 123518925416",2017-08-23,287,"Tremere"
"423","982 123518925416",2018-07-26,467,"Tremere"
"424","982 123518925434",2016-07-12,558,"Tremere"
"425","982 123518925434",2017-06-12,596,"Tremere"
"426","982 123518925434",2018-07-23,612,"Tremere"
"427","982 123518925438",2016-07-12,469,"Tremere"
"428","982 123518925438",2017-06-12,532,"Tremere"
"429","982 123518925438",2018-07-23,656,"Tremere"
"430","982 123518925444",2016-07-01,486,"Tremere"
"431","982 123518925444",2017-05-23,558,"Tremere"
"432","982 123518925444",2018-07-26,622,"Tremere"
"433","982 123518926244",2016-07-08,618,"Tremere"
"434","982 123518926244",2017-05-23,604,"Tremere"
"435","982 123518926244",2018-07-26,616,"Tremere"
"436","982 123518926248",2017-01-26,348,"Tremere"
"437","982 123518926248",2017-06-12,414,"Tremere"
"438","982 123518926256",2017-01-26,403,"Tremere"
"439","982 123518926256",2017-06-12,504,"Tremere"
"440","982 123518926256",2018-07-23,614,"Tremere"
"441","982 123518926257",2016-07-08,610,"Tremere"
"442","982 123518926257",2017-05-23,608,"Tremere"
"443","982 123518926257",2018-07-26,614,"Tremere"
"444","982 123518926258",2017-01-26,344,"Tremere"
"445","982 123518926258",2017-06-12,431,"Tremere"
"446","982 123518926258",2018-07-23,638,"Tremere"
"447","982 123518926260",2016-07-08,576,"Tremere"
"448","982 123518926260",2017-05-23,566,"Tremere"
"449","982 123518926260",2018-07-26,600,"Tremere"
"450","982 123518926263",2017-01-26,464,"Tremere"
"451","982 123518926263",2017-06-12,560,"Tremere"
"452","982 123518926263",2018-07-23,766,"Tremere"
"453","982 123518926266",2017-01-26,367,"Tremere"
"454","982 123518926266",2017-06-12,490,"Tremere"
"455","982 123518926266",2018-07-23,670,"Tremere"
"456","982 123518926274",2017-01-26,395,"Tremere"
"457","982 123518926274",2017-06-12,566,"Tremere"
"458","982 123518926274",2018-07-23,666,"Tremere"
"459","982 123518926279",2017-01-26,492,"Tremere"
"460","982 123518926279",2017-06-12,582,"Tremere"
"461","982 123518926279",2018-07-23,690,"Tremere"
"462","982 123518926286",2017-01-26,508,"Tremere"
"463","982 123518926286",2017-06-12,544,"Tremere"
"464","982 123518926286",2018-07-23,532,"Tremere"
"465","982 123518926290",2017-01-26,355,"Tremere"
"466","982 123518926290",2017-06-12,456,"Tremere"
"467","982 123518926290",2018-07-23,598,"Tremere"
"468","982 123518926301",2016-07-08,550,"Tremere"
"469","982 123518926301",2017-05-23,566,"Tremere"
"470","982 123518926301",2018-07-26,574,"Tremere"
"471","982 123518926306",2017-01-26,370,"Tremere"
"472","982 123518926306",2017-06-12,574,"Tremere"
"473","982 123518926306",2018-07-23,512,"Tremere"
"474","982 123518926308",2016-07-12,449,"Tremere"
"475","982 123518926308",2017-06-12,487,"Tremere"
"476","982 123518926308",2018-07-23,546,"Tremere"
"477","982 123518926310",2017-01-26,373,"Tremere"
"478","982 123518926310",2017-06-12,452,"Tremere"
"479","982 123518926310",2018-07-23,654,"Tremere"
"480","982 123518926320",2017-01-26,429,"Tremere"
"481","982 123518926320",2017-06-12,546,"Tremere"
"482","982 123518926320",2018-07-23,696,"Tremere"
"483","982 123518926324",2016-07-08,588,"Tremere"
"484","982 123518926324",2017-05-23,616,"Tremere"
"485","982 123518926324",2018-07-26,580,"Tremere"
"486","982 123518926325",2016-07-12,600,"Tremere"
"487","982 123518926325",2017-06-12,682,"Tremere"
"488","982 123518926325",2018-07-23,742,"Tremere"
"489","982 123518926329",2017-01-26,423,"Tremere"
"490","982 123518926329",2017-06-12,526,"Tremere"
"491","982 123518926329",2018-07-23,574,"Tremere"
"492","982 123518926331",2016-07-08,520,"Tremere"
"493","982 123518926331",2017-05-23,520,"Tremere"
"494","982 123518926331",2018-07-26,532,"Tremere"
"495","982 123518926332",2016-07-12,386,"Tremere"
"496","982 123518926332",2017-06-12,538,"Tremere"
"497","982 123518926332",2018-07-23,618,"Tremere"
"498","982 123531903453",2019-04-29,365,"Tremere"
"499","982 123531903453",2019-05-23,396,"Tremere"
"500","982 123531903453",2019-08-30,435,"Tremere"
"501","982 123531903479",2019-04-29,342,"Tremere"
"502","982 123531903479",2019-05-23,372,"Tremere"
"503","982 123531903479",2019-08-30,405,"Tremere"
"504","982 123531903481",2019-04-29,328,"Tremere"
"505","982 123531903481",2019-05-23,366,"Tremere"
"506","982 123531903481",2019-08-30,409,"Tremere"
"507","982 123531903537",2019-04-29,427,"Tremere"
"508","982 123531903537",2019-05-23,469,"Tremere"
"509","982 123531903537",2019-08-30,506,"Tremere"
"510","982 123531903553",2019-04-29,351,"Tremere"
"511","982 123531903553",2019-05-23,366,"Tremere"
"512","982 123531903553",2019-08-30,431,"Tremere"
"513","982 123531903587",2019-04-29,360,"Tremere"
"514","982 123531903587",2019-05-23,390,"Tremere"
"515","982 123531903587",2019-08-30,439,"Tremere"
"516","982 123531903605",2019-04-29,373,"Tremere"
"517","982 123531903605",2019-05-23,417,"Tremere"
"518","982 123531903605",2019-08-30,439,"Tremere"
"519","982 123531903608",2019-04-29,398,"Tremere"
"520","982 123531903608",2019-05-23,422,"Tremere"
"521","982 123531903608",2019-08-30,491,"Tremere"
"522","982 123531903611",2019-04-29,368,"Tremere"
"523","982 123531903611",2019-05-23,397,"Tremere"
"524","982 123531903611",2019-08-30,456,"Tremere"
"525","982 123531903637",2019-04-29,364,"Tremere"
"526","982 123531903637",2019-05-23,389,"Tremere"
